,lyrics,isBad
8806,你错了,0
8808,总是以为自己什么山都翻的过,0
8809,也不敢面对自己无心犯的错,0
8810,暴雨来的太突然那又怎么躲得过,0
8811,年轻就是本领我在井外向你挑衅,0
8813,引擎 还不稳定 涡轮增压技术好硬,0
8814,不管阿姆斯壮还是007当我Rapping都无法冷静,0
8815,赚钱换个新房住,0
8816,开辟了Hiphop的新航路,0
8817,承担更大的风险我和兄弟开启了新防护,0
8818,没有实力的话 那就收起你那倔强,0
8819,总是以为自己什么山 都翻得过,0
8820,也不敢面对自己无心 犯的错,0
8821,暴雨来的太突然 那又怎么躲得过,0
8822,这条路Do or Die,0
8823,我说不 All Right,0
8824,我就是不做乖 孩子出错牌,0
8825,今天我要干大事请我兄弟都过来看,0
8826,只要玩的开心就好 不然都说白干,0
8827,钢筋水泥盖的楼 供人类居住,0
8828,我把韵脚混合Flow 让灵魂被吸附,0
8829,背着沉重的梦 怎么能被拘束,0
8830,真正的拘束就是你自己,0
8831,并且我还有无数个愿望,0
8832,靠我自己能力把深圳变成Home Town,0
8833,所以写下我的歌请你循环播放,0
8834,遇到多少失败我都会卷土重来,0
8835,除了成功的欲望之外不分甜苦红白,0
8836,Beat就是土壤把我天赋种栽,0
8837,闭着眼睛向前冲 把所有眷顾松开,0
8839,它就像一个灰色game,0
8841,生活就像黑道帮派,0
8843,所以拼尽力气和我兄弟们都一起,0
8844,让人想起二战士兵怎么冲向诺曼底的,0
8845,包容我的脾气 只要我能对你积极,0
8846,但是抱歉宝贝i ain’t got no time for罗曼蒂克,0
8847,想要抓住每个飘过来的机会,0
8848,比起钱 想要得到高的地位,0
8849,整天泡在录音棚里不知疲惫,0
8850,为了不让我妈再次闻到破房子的气味,0
8852,说唱就像春梦里的Devil送来大礼包,0
8853,我是卑微穷孩子 哎 look at me now kid,0
8856,它就像一个灰色game,0
8858,i don’t care care care 不要紧,0
8859,只要还没能要命 没关系be alright,0
8860,始终相信上天有眼相信因果报应,0
8861,向新的目标靠近 没关系be alright,0
8862,早就听不进任何道理,0
8863,只信自己的脑筋 没关系be alright,0
8864,Nobody can replace me 没关系be alright,0
8865,习惯被夸赞的花 习惯了埋着头在走,0
8866,我父母可没教过我人生要怎么拼,0
8867,习惯了大胆的花 习惯了day and night在拍摄,0
8868,贫民窟的百万富翁现在镶着金,0
8869,钞票塞进口袋 不会忘帮过我的bro,0
8870,我的爸爸教我 “You can’t believe anything”,0
8871,他们目瞪口呆 是好是坏都抛身后,0
8872,我再次告诫自己 i don’t believe anything,0
8875,数不清的troubles everyday,0
8876,我也曾梦想压着money睡,0
8878,看好我又一次的celebrate,0
8879,同样是黑夜 但我的总是比较亮,0
8880,手段很卑劣 也不能让我换方向,0
8881,自己的类别 我肯定比你更清楚,0
8882,对生活猥亵 你还想怎么不幸苦,0
8883,所以道理都懂 谁也不在乎有没有用,0
8884,继续做我的梦 把自己变成美女的bong,0
8885,So give me a phone 经典时刻得拍照,0
8886,给我两分钟 我要把香槟都开掉,0
8887,我其实无所谓 麻烦再多i don’t care,0
8888,好计划不作废 i want to be real,0
8889,情况糟喝几杯 继续开心无所谓,0
8890,你应该学得会 just like me be free,0
8892,它就像一个灰色game,0
8903,只是觉得心很累,0
8904,讲的话虽然不多,0
8905,好像句句都不对,0
8906,活着是冒险我远走天边,0
8907,岁月过身前又是一年,0
8908,成长的偏见不止一点点,0
8909,嘉陵到湘江再走一遍,0
8910,兄弟塞我包槟榔,0
8911,分别时话记心上,0
8912,孤独时候也经常,0
8913,直到遇到我的新娘,0
8914,三巡酒还没有上喉,0
8915,街上继续抽烟烫头,0
8916,荣华富贵不改初衷,0
8917,手把手要力争上游,0
8922,长沙的满哥,0
8923,雾都的娃哟,0
8924,喊搞就搞咯,0
8925,兄弟不啰嗦,0
8927,是英雄就得比个气量,0
8929,走起来记得孝敬爹娘 切记,0
8930,那种底层出发,0
8931,从白手起家,0
8932,是光荣的感觉,0
8933,你可能不懂,0
8934,也可以不屑,0
8935,但你得去感觉,0
8936,我干练利落,0
8937,别想趁火打劫,0
8938,他们都叫我傻别,0
8939,他们有的胆大也有的胆小,0
8940,但从来没人胆怯,0
8941,你看,0
8942,没有什么问题 难得到怕,0
8943,麻烦事每个人逃不了 哼,0
8944,各自管好自己嘴和包 U heard me,0
8945,只要给予就会得到,0
8946,想出类拔萃 直到夜不能寐,0
8947,为了千杯不倒 先得千杯不醉,0
8948,不管对或不对 要我谦卑不会,0
8949,这般如痴如醉 谁能帮我赎罪,0
8950,人生得意需尽欢,0
8951,莫使金樽空对月,0
8952,举杯独饮会心酸,0
8953,兄弟就在我对面,0
8954,人生得意需尽欢,0
8955,莫使金樽空对月,0
8956,举杯独饮会心酸,0
8957,哥们就在我对面,0
8958,我哩头发啊还是剃都不得剃,0
8959,那些酒吧呀我也去都不得去,0
8960,我是个说唱歌手但很少喝酒,0
8961,当然会喝酒哩说唱歌手肯定很Dope,0
8965,看我从来不挂科,0
8966,他是我哩小白哥,0
8967,他说我哩东西多,0
8968,他说中文说唱开始需要一场冲击波,0
8969,勒场战役肯定有底,0
8970,口号统一吼起,0
8971,OG头OG,0
8972,我说走起斗要走起,0
8973,勒东西是我手笔,0
8974,都给我立正稍息,0
8975,你听到哩东西都是我放出去哩消息,0
8976,我把帽子正起带,0
8977,把衣服反起穿,0
8978,当然谢谢你哩爱,0
8979,比大海都还要宽,0
8980,我要跳出三界外,0
8981,在太空扬起帆,0
8982,啷个人都非常怪,0
8983,只有鬼才不会贪,0
8984,我把解放碑哩碑,0
8985,都被背到我哩背,0
8986,把嘉陵江哩水,0
8987,都装到我哩胃,0
8988,把重庆城哩雾,0
8989,都吸进我的肺,0
8990,说江小白哩酒,0
8991,啷个都喝不醉,0
8992,我把解放碑哩碑,0
8993,都被背到我哩背,0
8994,把嘉陵江哩水,0
8995,都装到我哩胃,0
8996,把重庆城哩雾,0
8997,都吸进我的肺,0
8998,说江小白哩酒,0
8999,啷个都喝不醉,0
9012,我很确定我具备了天赋,0
9013,从你看我眼神在悄悄改变,0
9014,从嫉妒慢慢变成羡慕的狐朋狗友,0
9015,对我说了句 bye bye,0
9016,一起睡到太阳晒屁股,0
9017,响起了闹钟后被我踩扁,0
9018,幸运光芒从阳台投进,0
9019,新的一天所具备的条件,0
9020,每天醒来希望你自觉地,0
9022,美国队长发来邮件,0
9023,邀请我们去神盾局里参观,0
9024,我比别的 rapper,0
9025,多了不止良心,0
9026,我能保证你整天的心情 perfect,0
9027,你的男人只能不停陪你 badtrip,0
9028,Wow 还有更多更多本领,0
9029,等你按响门铃 wow,0
9030,让你感受我的任性,0
9031,看心情,0
9032,看了看 望远镜,0
9033,下座岛屿离我们很近,0
9034,听得到 你的 love,0
9035,由内而外感到有劲,0
9036,太多人都想做海贼王,0
9037,宝藏早就被我挖掘,0
9038,Ye 躲在乌云密布,0
9039,等待击中我的那道闪电,0
9040,我很确定我具备了天赋,0
9041,从你看我眼神在悄悄改变,0
9042,从嫉妒慢慢变成羡慕的狐朋狗友,0
9043,对我说了句 bye bye,0
9045,响起了闹钟后被我踩扁,0
9046,幸运光芒从阳台投进,0
9047,新的一天所具备的条件,0
9048,仿佛那个电话再也打不通,0
9049,独自行走在川流熙攘车水马龙中,0
9050,我伸出左手拼了命地想要抓住风,0
9051,可最后结局总是那么相似差不多,0
9052,就这样前进或者 too many talk,0
9053,往伤口上面撒盐无法愈合,0
9054,远水解决不了眼前的饥渴,0
9055,是如此幸运 的,0
9056,初次见面 不止惊喜 我马不停蹄,0
9057,把回忆收拾装进行李,0
9058,我根本没时间思考,0
9059,周围太多都在 pushing me,0
9060,机场还有 studio,0
9061,成为我的下一个目的地,0
9062,我的快乐 幸福 悲欢离合,0
9063,曾经都是你,0
9064,但现在没有任何事情,0
9065,分散我的注意力,0
9066,你睡觉我也从没休息过,0
9069,闹钟总是想起给我提醒,0
9070,屏幕上昨夜没放完的电影,0
9071,但我做的事情再也不用接受质疑,0
9072,我接着演没放完的电影,0
9073,我起床再也不用闹钟提醒,0
9074,夕阳在窗外 空旷的阳台,0
9075,就好像上一秒钟就在刚才,0
9076,你声音还在,0
9077,门口的外卖永远都放在,0
9078,无声的旁白,0
9079,越爱越深的结果就是互相伤害,0
9080,我写了一封信没贴邮票装进信封,0
9081,我告诉十年后的自己不甘平庸,0
9082,我会红得超过血管里面的配色,0
9083,做那颗藏着最大珍珠的贝壳,0
9084,你沉默再也不问 what happened,0
9085,是如此平淡同样如此感人,0
9086,我把空白的信封投进邮筒然后转身,0
9087,闹钟总是想起给我提醒,0
9088,屏幕上昨夜没放完的电影,0
9089,我做的事情再也不用接受质疑,0
9090,我接着演没放完的电影,0
9091,我起床再也不用闹钟提醒,0
9094,你谈爱冒 七里八里 住得哪里 七里八里,0
9097,真是 喊转范子 还以为自己好吊,0
9123,在我听懂你之前你还要绕一大摞,0
9131,莫像他们一找我帮忙就港认得我同学,0
9132,我同桌是卫生角 所以我从没相信过,0
9154,Like doctor 把神经病药物塞入你口,0
9155,我颤抖的手术刀插你动脉是我的flow,0
9156,你有多弱 像陀螺 抽你的绳裹住,0
9157,hater死我活集火我也给我激活了我,0
9158,你总说 你的知识有多渊博,0
9159,我看过你们的歌词只对社会抱怨过,0
9160,大街货 大便火 大都太像了大都是连锁,0
9161,一切的潮流往身上搭裹 大千实力都全裸,0
9162,我在三点开工一针见血,0
9164,不待见我脚趾对你做个minna finger,0
9165,你听着行我的东西老了那么你去听听新的,0
9166,那些典型的 拜金的 再见了,0
9167,我把你音乐塞进了马桶,0
9168,对higher的 音乐点下冲走,0
9169,No no 别冲动 man 我懂你计谋,0
9170,你们密谋钻进虫洞像小地狱吼 让我呕,0
9171,你们这些智商 早该进养老院,0
9172,不过这点攻击就像 给我做保健,0
9173,老子没到极限 接下来这段你们都该纪念,0
9174,算你命硬 比拼实力比接力,0
9175,开启beats no peace 彼此 听几遍,0
9179,哥把flow颠覆,0
9180,我先入为主你没天赋定数已定,0
9181,你拼命的学也只能陷入羡慕不来,0
9188,每个人都知道你们代表了土和俗,0
9189,我flow是高速公路奔跑的高速公鹿 或者松鼠,0
9190,你们这些冬眠的乌龟无家可归的废物,0
9194,靠技术让你退伍,0
9196,三辆警车下三十个警察,0
9198,My flow like 霰弹,0
9203,法老叔叔就像鬼魂一样驱不散,0
9205,打开耳朵聆听最牛逼的中文说唱FLOW,0
9207,你说你逗不逗不吼不嘴臭臭过豆腐,0
9208,腹部腐肉不漱口,0
9209,我受够 扑入侮辱你都可以用魔兽,0
9210,我在迪拜say good bye,0
9211,Roll不够 ball so hard why,0
9212,怪你不够优秀不够牛,0
9213,不够做我对手你不够不够,0
9214,破low是你的 flow,0
9215,过够普通生活我要红到欧洲,0
9217,不如读好u school,0
9218,步入社会五平方米住宿,0
9219,五平躺宿友陪宿住,0
9222,不如找块固体的豆腐撞凸头部,0
9223,保姆照顾你 抱歉你负不起money,0
9225,富少对你这种娘泡会无限着迷,0
9227,打开耳朵聆听最牛逼的中文说唱FLOW,0
9244,小精灵feat.pharaoh,0
9245,我是only one,0
9246,我如假包换,0
9247,hunting从早到晚,0
9248,他们四处逃窜,0
9249,是金子总会发光,0
9250,这句话到,0
9251,哪里都一样,0
9252,我的心态很平常,0
9253,你对我的欣赏,0
9254,都向往,0
9255,我也会为钱奔波,0
9256,为一首新歌祈祷,0
9257,我灵感蓬勃,0
9258,把,0
9259,算了我不多说,0
9260,把他们都给,0
9261,我的期待,0
9262,塞进绷带,0
9263,让我尸首,0
9264,不再腐烂,0
9265,你失手,0
9266,把我的封印打开,0
9267,让我的未来,0
9268,充满意外,0
9269,对的,0
9270,我是独一无二,0
9271,应该可以,0
9272,霸占你的,0
9273,播放列表,0
9274,看你咧嘴笑,0
9275,替换掉你的,0
9276,符号,0
9277,你们总是把我孤立,0
9278,我的外表是你们,0
9279,攻击的武器,0
9280,你鼻子不高,0
9281,身材矮小,0
9282,该去开眼角,0
9283,我什么时候,0
9284,变得全是缺点,0
9285,变得让自己讨厌,0
9286,为什么我父母,0
9287,没有发现,0
9288,只不过,0
9289,这个世界片面,0
9290,而我却,0
9291,没有太多时间,0
9292,兑现,0
9293,我也认清我自己,0
9294,我是独立的个体,0
9295,没有人可以因为,0
9296,外在而否决掉,0
9297,我的一切,0
9298,所有人都在劝解,0
9299,说这样,0
9300,太肤浅,0
9301,然后他们,0
9302,的本质都并,0
9303,没有发生改变,0
9304,我是only one,0
9305,我如假包换,0
9306,hunting从早到晚,0
9307,他们四处逃窜,0
9308,这是pharaoh,0
9309,演出加州,0
9310,到长岛,0
9311,配上顶级的长袍,0
9312,我地位已上,0
9313,半山腰,0
9314,不同于以前的低调,0
9315,如今我谦虚,0
9316,也招摇,0
9317,我不想,0
9318,要听见,0
9319,你对我评价,0
9320,就算新人再多,0
9321,我也不进冰箱,0
9322,齐喊,0
9323,八年才出头,0
9324,炸掉,0
9325,live house楼,0
9326,挣钱大笑着,0
9327,拍着手,0
9328,这是唯一,0
9329,地下巨星,0
9330,但愿,0
9331,你在倾听,0
9332,唯一的,0
9333,疗伤药剂,0
9334,平复,0
9335,你的心情,0
9336,唯一的,0
9337,不喝酒精,0
9338,喝唯怡的,0
9339,鼠尾草,0
9340,唯一的,0
9341,配比唯一的球衣,0
9342,唯一的就像,0
9343,唯一的梅西,0
9344,你对我很随意,0
9345,但唯一的心,0
9346,和唯一的累积,0
9347,的堆积的韵脚,0
9348,都给了,0
9349,唯一的你,0
9350,不管第七第八代,0
9351,我声音永远在,0
9352,诸多计划,0
9353,我的时代,0
9354,马上来,0
9356,说明你的,0
9357,脑袋坏,0
9358,活死人的黎明,0
9359,比电影里,0
9360,更加快,0
9361,我生活的低谷,0
9362,不会再重来,0
9363,我是only one,0
9364,我如假包换,0
9365,hunting从早到晚,0
9366,他们四处逃窜,0
9367,来自活死人团队,0
9368,感谢收听,0
9369,满天的凶光在为谁在闪动,0
9370,逃离这死亡胡同,0
9371,漫天的星光在为谁不停闪动,0
9372,今夜你与众不同,0
9373,今夜你是我的唯一,0
9375,拉斯维加斯的飞机,0
9376,空洞的灵魂在坠机,0
9377,要我怎么逃 欲望的火在烧,0
9378,你我枷锁铐牢 陷入深深的沼泽,0
9379,没办法只抱着没办法只要你,0
9380,那未来谁知道呢,0
9381,凶光闪烁辗转反侧在四下无人时忏悔,0
9382,黑暗反射 一笔带过,0
9383,残酷视野中范围,0
9384,看不清周围的路,0
9385,荒芜平原布满植物,0
9386,人生中多少失误我闭眼不看,0
9387,停滞的手表 太多的遗憾,0
9388,三万英尺继续往上飘,0
9389,冲上的云霄 一刻的春宵她眼神如此轻挑,0
9390,于事无补继续下坠世事无常赌注加倍,0
9391,周而复始潮水倒退我知道你我早已被包围,0
9392,黑暗的灯塔中挣扎着代价是灰飞烟灭,0
9393,欲望在蒸发着惩罚我 恐惧如暴雨倾泻,0
9394,殊途同归死亡无所畏,0
9395,你我融化 染血的被,0
9396,背负的罪 一碰就碎 大势已去 死矣何悲,0
9398,漫天的凶光闪烁 满天的星光陨落,0
9400,恐惧中生死交错 空虚中万物凋落,0
9402,漫天的凶光闪烁 满天的星光陨落,0
9404,我 我 待我不停的坠落,0
9405,天空中的灵车 穿过冥界的河,0
9406,死寂中万籁 穿过那片地带,0
9407,审判的火焰 不停灼烧着我,0
9408,保佑我万代 供奉我的骨骸,0
9409,被点燃的烟火 照亮了星河,0
9410,生死乃胜败 真相被谁掩盖,0
9411,在黎明到之前 你说你还爱我,0
9412,在因果之外 等待你的到来,0
9413,迷失我的方位就在被掩埋的庞贝,0
9414,凶光不停闪烁在那沸腾着的湖水,0
9415,那些干枯花蕾 变成枉死厉鬼,0
9416,泯灭的良知还在不停继续忏悔,0
9417,钢铁翅膀渗出血红色痛苦的花,0
9418,十指相扣念念不忘在身边的她,0
9419,所有的亏欠都埋在了地下,0
9420,血与泪的惩罚谁又付出代价,0
9421,他眼神的凶光 满天空的星光,0
9422,再次照亮我和你 就在这漫无边的荒茫,0
9423,那诀别的方向 你我注定死在一起,0
9424,殊途同归 世人皆会背负的罪,0
9425,染红了那不停堕落的高脚杯,0
9426,一碰就碎 不停下坠 生无可畏 死矣何悲,0
9427,天空中的灵车 穿过冥界的河,0
9428,死寂中万籁 穿过那片地带,0
9429,审判的火焰 不停灼烧着我,0
9430,保佑我万代 供奉我的骨骸,0
9431,被点燃的烟火 照亮了星河,0
9432,生死乃胜败 真相被谁掩盖,0
9433,在黎明到之前 你说你还爱我,0
9434,在因果之外 等待你的到来,0
9436,死寂中万籁 穿过那片地带,0
9438,我保佑我万代 供奉我的骨骸,0
9440,生死乃胜败 真相被谁掩盖,0
9442,在因果之外 等待真理到来,0
9443,别来掺和这是非 不管你是谁,0
9444,这场游戏错与对 闭上你的嘴,0
9445,不向任何人谄媚 出事自己背,0
9447,有时候需要一点镇定剂,0
9448,才能保持更稳的生命力,0
9449,在这纷繁混乱不堪的人群里酝酿自己的存在欲,0
9450,只给自己制造困难,0
9451,降低那些不好玩的胜算,0
9452,只有踏过千难万险还有千山万水才能把最贵的自我生产,0
9453,Loser拼命抱团 像是幸运挑战,0
9454,随你尽情捣乱 到处聘请舀饭,0
9455,我的心情一直都很平静,0
9456,笑看所有瓶颈 不用太多神机妙算,0
9457,和时间交换,0
9458,一步一步翻过高山,0
9459,等到灵感将我浇灌,0
9460,水到渠成自然可以进化超三,0
9461,所以凡事都得靠自己,0
9462,独来独往才会更刺激,0
9463,坏事一人承担好事一人独享,0
9464,全凭技能 打破所有的质疑,0
9465,想要靠近的全部扫兴,0
9466,一切问题我都会亲自搞定,0
9467,事了拂衣去 带走了机遇,0
9468,留下一句 祝你们好运,0
9469,别来掺和这是非 不管你是谁,0
9470,这场游戏错与对 闭上你的嘴,0
9471,不向任何人谄媚 出事自己背,0
9473,别来 试图 偷渡 我的 航路 不顾 错误,0
9474,黑色 珍珠 一路 加速 即使 穷途 末路,0
9475,可惜我的酒里有毒,0
9476,别人喝了就会呕吐,0
9477,每个基因都有属于我的密码,0
9478,想要破译你又向谁求助,0
9479,只不过是笨鸟先飞,0
9480,从不浪费时间混到天黑,0
9481,人多口杂混淆是非,0
9482,而今再会劝你趁早谦卑,0
9483,像你们一群人一起做,0
9484,但我一个人自己过,0
9485,天下没有不散的筵席,0
9486,所以不断地练习,0
9487,命运如幻般迁移 都是自己的,0
9488,爱是自己的 恨是自己的 根本不想被人左右,0
9489,最可悲的是你一直信任着的兄弟早已消失在了身后,0
9490,孤独早已成为了我的代名,0
9491,但命运从此不再待定,0
9492,扫清了所有的谋财害命,0
9493,最后只和自己发展爱情,0
9494,别来掺和这是非 不管你是谁,0
9495,这场游戏错与对 闭上你的嘴,0
9496,不向任何人谄媚 出事自己背,0
9498,倒数70秒我的到来好比定时炸药,0
9499,风暴前夕像暴雪般招牌韵脚你听至大叫,0
9500,我万箭齐发的音节像子弹飞出惊世大炮,0
9501,纵身一跳甩出盖帽横行加霸道说唱界樱木花道,0
9502,我悠哉的走来 让真气流开到六脉,0
9503,我依然求败于show rhyme 虽有流派但剑走无招,0
9504,我的词汇切入伴奏 锋利过手术刀,0
9505,我就像海王纳摩 舌如浪口如涛,0
9506,攻坚的号响 风卷起飘荡,0
9507,封剑矛刀枪 奉先般耀武扬威,0
9508,在每条line上挂上了鱼饵般的rhyme,0
9509,让你看着鱼竿望洋兴叹成为我的盘中餐,0
9510,般的节奏,0
9511,把你解剖,0
9512,致命切口,0
9514,喊Loki爷,0
9515,跟我斗器械,0
9516,你还不够级别,0
9517,战火还没燃起就已都熄灭,0
9518,跟随着我的声音带你魂魄沉于炼狱,0
9519,你看不到我的表情我带着人皮面具,0
9520,你视线里只有空荡的房间还有个人提电锯,0
9521,这是你看到最后的画面我叫它分离艳遇,0
9522,被我谋杀的说唱歌手,0
9523,躺尸在我的房子外,0
9524,的藏尸袋血按盎司卖,0
9525,残余的部分被狼撕坏,0
9526,大蛇耶梦加得口中喷出了毒液开启屠杀,0
9527,我是整个行业的凶手我在冥界灵魂堆里涂鸦,0
9528,当死亡将要来临,0
9529,如果距离死亡还差一周,0
9530,我会给你露上一手,0
9531,比如说穿着拖鞋,0
9532,在大礼堂里大声呼救,0
9533,和所有金属乐迷,0
9534,一起mosh或是pogo甩头,0
9535,我不敢保证自己,0
9536,死墙的时候兜里不会踹着砖头,0
9537,掰碎每张我觉得烂成稀屎的专辑,0
9538,冲进音像店里管你是,0
9539,英语韩语还是繁体,0
9540,再给自己拍个个人传记,0
9541,风格有点像八英里,0
9542,转头打开ps4,0
9543,通关我刚买的龙珠Z,0
9544,如果可以的话我,0
9545,还想报名参加UFC,0
9546,唉还是算了吧,0
9547,能多活几日就多活几日,0
9548,哪怕我的心脏已经快烂了,0
9549,反正也没有急事,0
9550,老实说我没考驾照,0
9551,但我偏要飙车在每个集市,0
9552,打给每个前女友,0
9554,屈臣氏的导购,0
9555,要是和我比比,0
9557,解散活死人,0
9558,然后给每个成员出首diss,0
9559,突然眼前一黑 倒了下去,0
9560,如果死亡将要来临,0
9562,是悲观在家等死,0
9563,还是出门扑克？,0
9564,如果死亡将来临,0
9566,我想被别人记住,0
9568,给自己留个遗嘱,0
9569,为了捉弄那个律师比如,0
9570,在信封里夹只,0
9571,干瘪的壁虎,0
9572,如果脸颊有眼泪流下,0
9573,就开玩笑说,0
9575,在病床努力起身,0
9576,拥抱那两个,0
9577,正在假笑的父母,0
9578,跟夹杂白发的爸爸,0
9579,道歉在青春期,0
9580,不尊重他的错误,0
9581,想说句妈妈我爱你,0
9582,怎么眼角也变的模糊,0
9585,然后再假装认个错,0
9586,我这臭脾气让我,0
9587,失去了太多,0
9588,再给几秒拜托,0
9589,我还要说,0
9590,告诉我你是不是,0
9591,真的爱过我,0
9592,我在问你,0
9593,别假装不知道,0
9594,你知道我说的就是你,0
9595,这辈子只有你一个,0
9596,可以让我爱你爱到窒息,0
9597,看我现在这样子,0
9599,对了,0
9600,我走了记得给我烧,0
9601,那堆放粉丝明信片的箱子,0
9602,作为回报我会先替你,0
9603,去看看梦芸如今的样子,0
9604,如果死亡将要来临,0
9606,是悲观在家等死,0
9607,还是出门扑克？,0
9608,如果死亡将来临,0
9610,我想被别人记住,0
9612,黑不见底的黑不见底的黑色,0
9613,黑不见底的黑不见底的黑色,0
9614,我在梦里还是黑洞里飞着,0
9615,黑不见底的黑不见底的黑色,0
9616,黑不见底也见底了黑色,0
9617,有束白光在黑不见底闪着,0
9618,白色闪烁在白色间隙里闪着,0
9619,白色见底是白色天使在站着,0
9620,没用过金匙盛汤 同样也也没混过地下,0
9621,庆幸这该死的音乐在拖后腿,0
9623,才发现自己有多后悔,0
9624,麦克风握在身前 汗水在手心的甜,0
9625,不管又走了多年 与音乐还保持着联络,0
9626,朋友是药丸的惯犯者 随时间的推移也看淡了,0
9630,所以也难得有这样的感叹,0
9631,没受过维也纳金色的熏陶,0
9632,把琴键给轻敲 平凡的精卫也能掀起远海的惊涛,0
9633,也许我内心是畏惧eh 也许和他们是对立的eh,0
9634,所以扑向燃起的烧身的野火,0
9635,那些无法去先知的结果 笨重的时间它将会去解锁,0
9636,都想不费力就当莫扎特 像理查德曼或巴赫,0
9637,当这世界变成一个时装展 街头诗人依旧穿破夹克,0
9638,去繁华的国度里历险 在无人的荒岛上流放,0
9639,在脑海里反复的预演 到头来连呼吸都变得惆怅,0
9640,一个人背起这无边的梦,0
9641,就会 受罪 都没 后退,0
9642,太多双眼睛在注视你eh 都想要拿我的故事比对,0
9643,只是个玩家 又不是圣人 谁不想靠靠音乐谋财,0
9644,不同的角色尽情的扮演 剧情有太多的留白,0
9645,就像是叶能被清风给卷落 就像是镜能被滴水给点破,0
9646,看那些充斥着杀意的子弹也打不穿诗人那面具下思想的刚硬,0
9647,就算再粗糙的纸面也磨不灭笔墨砚滋养的苍劲,0
9648,想出演新剧 那么舞步要尽早的编排,0
9649,让歌词都变成金句就做个搬弄着韵脚的天才,0
9651,艺术家被商人带着 兜圈 为何,0
9652,再多的狼群对人类的文明也只能选择进化成犬 收编 配合,0
9653,时间沉淀让我越来越觉得这形势变得简单,0
9654,只有等到文字能换成白银 这文化才算真正渡过险关 never give up,0
9655,拿起笔 我击毙,0
3,他听到了窗户外传来的车声,0
4,坚强的原因是没有别人疼爱,0
5,泪水留给自己 笑给所有人看,0
7,也没有任何人发现他需要安慰,0
8,全世界都失去还有音乐伴他安睡,0
13,曾信任过的爱 哼 已不见踪影,0
14,对未来的憧憬成了讽刺的风景,0
15,第二天的清晨 又显的毫不关心,0
16,只有红肿的眼 见证了昨夜的万箭穿心,0
17,可现实不是你想放下就能忘记他,0
18,没能力改变随着时光荏苒,0
19,经历人间冷暖可笑这就是成长,0
20,这三年走过来看过太多悲欢离合,0
21,那些海誓山盟今天又有谁还记得,0
22,这段话写给朋友 也写给 弃我去者,0
23,从最开始的岁月 是我一个人,0
24,那就不要退却 就算是一个人,0
25,抬头走向毁灭 也不会颤抖,0
26,永远都不会变,0
35,或许有生之年不能站在巅峰,0
36,鱼儿想忘海洋 我向往天空,0
37,英雄走入了硝烟中,0
38,燃烧自己生命 这就是先锋,0
39,总得有人去走,0
40,才会看到台下挥舞的手,0
41,变得坚定 那就勇敢的继续走,0
42,总有一天全世界都为你举起手,0
51,哎 我没阻止你坐上那辆空车,0
56,喝麻了 脸烫 心是冬天,0
57,我的歉意被摔地上 弹了3个后空翻,0
58,需要吹风机 两哈把伤口烘干,0
59,晓得明白一切都是报应 对,0
60,阻止不到这一天的靠近 对,0
61,虽然吵架的时候确实烦的要命,0
62,但这次我承认绝对是最惨痛的教训,0
63,被拖进黑名单 之后的每一天,0
64,没有你我像身在朝鲜 想念美利坚,0
65,宁愿家里扫垃圾 把邀约推一边,0
67,独自走一圈 感觉不太好过,0
68,这个站台那条街 就像是昨天跑过,0
69,一盏灯打下来寒风吹起树叶飘落,0
70,感觉现在有点惨 相信你不会再搞错,0
71,认清I’m badboy baster 离开是对嘞,0
72,找个other guy 把你当成最珍贵的嘞,0
73,而我微信不响 不再有一堆未接,0
74,一切都说明永远 都不能回切,0
75,太阳升起落下 时间在走但不说话,0
77,记忆中 关于她 还剩点尾巴,0
78,更多事情教会我 生活总不完美,0
79,她可能已经浓妆艳抹 嘴巴叼个烟嘴,0
80,不会再难为情 一切难得归零,0
81,不回头背对而行 时间不会为谁而停,0
82,他们说在前方肯定还有更好嘞,0
83,可是我现在满脑壳却想到挣跑车,0
84,灰色的城市无头苍蝇一样跟到追,0
85,很难辨别哪个廉价哪个更宝贵,0
86,在某个夜晚 某个地点 某个身影,0
87,从旁边闪过 那瞬间像 她在身后跟紧,0
88,而当你转身寻找 只是被过去引导,0
89,原来嘞以为忘掉 那只是说的轻巧,0
90,躲避着闪烁其词小心翼翼的按捺,0
91,或许你看的出端倪 但也不确定真假,0
92,我捕捉光影 独自把细节慢慢放大,0
93,你总是迈着慢慢的步伐 慢慢活慢慢过没人逼迫,0
94,哪怕整个世界向右 你向左,0
95,绝非叛逆 只不过是你选择,0
96,你是摇曳的水草 扎根在河底飘摇,0
97,我是浮游的海藻 为靠近你密集成灾难赤潮,0
98,没人能准确知道 我曽用什么方式收集你的颜色跟记号,0
99,隐秘得像你 your velvet skins,0
100,越克制越上瘾 my deadly sins,0
101,我安静的等 消极的等,0
102,时间犹如长河堵塞 更加慢吞吞,0
103,我在你身上散落一些末尾的青春,0
104,见到你的瞬间,0
105,我全身血液都曾凝固,0
106,一切都太美 你的身体 你俯身的弧度,0
107,美得让我恐惧,0
108,而你警惕,0
109,你的虎牙锋利,0
110,我不停地撒谎 谎话里面遍布爱,0
111,没有谜底 把焦虑当做挡箭牌,0
112,对你的记忆 不算壮丽,0
113,一半是犹豫 一半埋藏于瓦砾,0
114,而你对我也没太热情 礼貌之余略带亲密,0
